user_id,plan_type,start_date,mrr,churned
U00492,pro,2024-01-25,20,False
U00494,pro,2024-01-13,40,False
U00499,team,2024-01-29,20,False
U00508,pro,2024-01-18,20,False
U00510,pro,2024-01-11,20,False
U00512,team,2024-01-15,40,False
U00528,pro,2024-01-26,20,False
U00540,pro,2024-01-14,40,False
U00546,pro,2024-01-26,20,True
U00550,team,2024-01-10,20,False
U00556,pro,2024-01-11,40,False
U00563,pro,2024-01-12,20,False
U00573,pro,2024-01-27,20,False
U00575,pro,2024-01-13,20,False
U00577,pro,2024-01-19,20,False
U00584,pro,2024-01-14,20,False
U00585,team,2024-01-27,20,False
U00587,pro,2024-01-25,20,False
U00589,pro,2024-01-22,20,False
U00596,pro,2024-01-29,20,False
U00600,team,2024-01-15,20,False
U00603,team,2024-01-14,40,False
U00607,team,2024-01-12,20,False
U00614,team,2024-01-22,20,True
U00616,team,2024-01-16,20,False
U00619,pro,2024-01-21,20,False
U00621,team,2024-01-24,20,True
U00622,team,2024-01-28,40,False
U00623,pro,2024-01-17,40,False
U00625,team,2024-01-18,20,False
U00631,pro,2024-01-24,40,True
U00642,team,2024-01-12,40,True
U00661,pro,2024-01-15,40,False
U00662,team,2024-01-26,20,False
U00678,pro,2024-01-13,40,False
U00681,pro,2024-01-29,20,False
U00686,team,2024-01-24,40,True
U00688,team,2024-01-11,20,False
U00692,pro,2024-01-16,20,False
U00714,pro,2024-01-13,40,False
U00720,pro,2024-01-21,40,False
U00738,pro,2024-01-22,40,True
U00739,pro,2024-01-16,40,True
U00741,team,2024-01-13,20,False
U00750,pro,2024-01-11,40,False
U00751,pro,2024-01-13,20,False
U00762,team,2024-01-27,20,False
U00765,pro,2024-01-27,20,False
U00766,team,2024-01-12,20,False
U00767,pro,2024-01-11,40,False
U00769,pro,2024-01-24,20,False
U00777,pro,2024-01-26,20,True
U00780,team,2024-01-26,40,False
U00782,pro,2024-01-19,40,False
U00783,pro,2024-01-17,20,False
U00792,team,2024-01-16,20,True
U00793,team,2024-01-23,20,True
U00799,pro,2024-01-16,20,False
U00802,pro,2024-01-22,20,False
U00806,pro,2024-01-21,20,False
U00810,pro,2024-01-11,20,False
U00812,pro,2024-01-15,20,False
U00815,team,2024-01-23,20,False
U00818,pro,2024-01-25,40,False
U00819,pro,2024-01-17,20,True
U00823,team,2024-01-24,20,True
U00830,pro,2024-01-24,20,False
U00841,pro,2024-01-14,40,False
U00845,pro,2024-01-16,20,False
U00854,pro,2024-01-22,20,False
U00864,pro,2024-01-18,20,False
U00866,pro,2024-01-23,20,False
U00867,pro,2024-01-13,20,False
U00873,team,2024-01-19,20,False
U00877,pro,2024-01-23,20,False
U00880,pro,2024-01-27,20,False
U00891,pro,2024-01-25,20,False
U00899,pro,2024-01-12,40,False
U00905,team,2024-01-15,20,False
U00910,pro,2024-01-10,20,False
U00919,team,2024-01-28,20,False
U00926,team,2024-01-18,40,False
U00928,pro,2024-01-18,40,False
U00931,pro,2024-01-26,20,False
U00943,team,2024-01-23,20,True
U00947,team,2024-01-22,20,False
U00948,pro,2024-01-10,20,False
U00949,pro,2024-01-10,40,False
U00953,team,2024-01-16,20,True
U00957,pro,2024-01-24,20,False
U00961,team,2024-01-25,20,True
U00965,pro,2024-01-11,20,False
U00970,pro,2024-01-17,40,True
U00977,pro,2024-01-21,20,False
U00993,team,2024-01-10,20,False
U01008,team,2024-01-24,20,False
U01021,pro,2024-01-11,20,False
U01029,pro,2024-01-11,20,False
U01031,pro,2024-01-25,20,False
U01032,team,2024-01-26,20,False
U01038,team,2024-01-19,20,False
U01041,pro,2024-01-17,40,False
U01044,pro,2024-01-12,20,False
U01054,pro,2024-01-16,20,False
U01056,team,2024-01-17,20,False
U01057,pro,2024-01-17,40,False
U01059,team,2024-01-17,20,False
U01065,team,2024-01-19,20,True
U01068,pro,2024-01-11,40,False
U01070,pro,2024-01-12,20,False
U01073,team,2024-01-10,20,False
U01081,pro,2024-01-10,20,False
U01092,pro,2024-01-12,40,False
U01106,pro,2024-01-27,40,False
U01121,pro,2024-01-24,20,False
U01125,team,2024-01-23,20,False
U01130,team,2024-01-13,20,False
U01131,pro,2024-01-27,20,False
U01132,team,2024-01-23,40,False
U01144,pro,2024-01-13,20,True
U01146,pro,2024-01-20,20,False
U01148,pro,2024-01-15,20,False
U01162,pro,2024-01-18,40,False
U01163,team,2024-01-24,20,False
U01165,pro,2024-01-17,20,False
U01166,pro,2024-01-11,40,False
U01168,pro,2024-01-29,20,False
U01171,pro,2024-01-15,20,False
U01176,team,2024-01-18,20,False
U01182,pro,2024-01-15,40,False
U01183,team,2024-01-23,40,False
U01200,pro,2024-01-15,20,False
U01202,team,2024-01-22,20,False
U01204,team,2024-01-14,40,False
U01206,pro,2024-01-14,20,False
U01215,team,2024-01-14,40,False
U01217,pro,2024-01-15,40,True
U01221,pro,2024-01-26,20,True
U01223,pro,2024-01-21,20,False
U01225,team,2024-01-20,20,False
U01226,pro,2024-01-12,20,False
U01228,pro,2024-01-14,20,False
U01229,team,2024-01-12,40,False
U01235,pro,2024-01-28,20,False
U01238,team,2024-01-25,40,True
U01245,pro,2024-01-21,40,False
U01255,pro,2024-01-25,20,False
U01270,team,2024-01-23,20,False
U01272,pro,2024-01-27,20,False
U01275,pro,2024-01-12,40,False
U01277,pro,2024-01-25,40,False
U01278,pro,2024-01-24,40,False
U01289,pro,2024-01-18,20,False
U01290,pro,2024-01-17,20,False
U01293,team,2024-01-11,20,False
U01299,pro,2024-01-19,40,False
U01300,pro,2024-01-19,20,False
U01306,team,2024-01-16,20,False
U01307,pro,2024-01-20,20,False
U01311,team,2024-01-21,40,True
U01318,team,2024-01-26,20,False
U01326,team,2024-01-17,40,False
U01329,team,2024-01-23,20,False
U01331,team,2024-01-17,40,False
U01334,pro,2024-01-17,20,False
U01336,team,2024-01-15,40,False
U01339,team,2024-01-16,20,False
U01347,pro,2024-01-10,20,False
U01356,team,2024-01-26,20,True
U01364,pro,2024-01-22,40,False
U01370,pro,2024-01-12,20,False
U01380,pro,2024-01-20,40,False
U01387,pro,2024-01-13,40,False
U01394,pro,2024-01-26,20,False
U01403,team,2024-01-17,40,True
U01411,pro,2024-01-14,20,False
U01412,pro,2024-01-25,20,False
U01422,team,2024-01-24,20,False
U01426,team,2024-01-15,20,False
U01437,pro,2024-01-24,20,False
U01440,pro,2024-01-22,40,False
U01449,team,2024-01-27,20,False
U01452,team,2024-01-28,40,False
U01453,pro,2024-01-17,20,True
U01468,pro,2024-01-21,20,False
U01479,pro,2024-01-14,20,False
U01480,team,2024-01-24,40,False
U01482,pro,2024-01-27,20,False
U01485,pro,2024-01-17,20,False
U01499,team,2024-01-23,20,False
U01502,pro,2024-01-24,20,False
U01519,pro,2024-01-16,40,False
U01524,pro,2024-01-25,20,False
U01530,pro,2024-01-16,20,False
U01533,team,2024-01-29,20,False
U01538,pro,2024-01-13,20,False
U01539,pro,2024-01-27,20,False
U01549,pro,2024-01-20,40,True
U01557,pro,2024-01-27,20,False
U01559,team,2024-01-23,40,False
U01568,team,2024-01-21,20,False
U01572,pro,2024-01-29,20,False
U01573,team,2024-01-25,20,False
U01576,team,2024-01-17,20,False
U01579,pro,2024-01-12,20,False
U01584,pro,2024-01-24,40,True
U01592,team,2024-01-12,20,False
U01594,pro,2024-01-15,20,False
U01610,team,2024-01-14,20,True
U01611,pro,2024-01-12,40,False
U01625,pro,2024-01-25,20,False
U01628,pro,2024-01-12,20,False
U01636,team,2024-01-17,20,True
U01638,pro,2024-01-25,40,True
U01639,team,2024-01-14,20,False
U01641,pro,2024-01-28,40,True
U01653,pro,2024-01-14,20,False
U01669,pro,2024-01-27,40,False
U01677,pro,2024-01-17,20,False
U01678,team,2024-01-28,20,False
U01682,pro,2024-01-21,20,False
U01686,team,2024-01-29,20,False
U01689,team,2024-01-19,40,False
U01697,team,2024-01-26,20,False
U01700,pro,2024-01-18,20,False
U01703,pro,2024-01-17,40,False
U01707,pro,2024-01-11,20,False
U01708,pro,2024-01-28,20,False
U01710,pro,2024-01-13,20,False
U01713,pro,2024-01-24,20,False
U01724,pro,2024-01-29,20,False
U01725,pro,2024-01-19,40,False
U01728,team,2024-01-16,20,False
U01735,pro,2024-01-23,20,False
U01754,pro,2024-01-15,20,False
U01756,pro,2024-01-22,20,False
U01760,pro,2024-01-18,20,False
U01767,team,2024-01-19,40,False
U01770,pro,2024-01-16,20,False
U01780,pro,2024-01-26,20,False
U01785,pro,2024-01-16,20,True
U01786,team,2024-01-23,20,False
U01787,team,2024-01-11,20,False
U01790,pro,2024-01-27,20,False
U01814,pro,2024-01-20,20,True
U01815,team,2024-01-27,20,False
U01827,pro,2024-01-20,40,False
U01834,pro,2024-01-25,20,False
U01860,team,2024-01-17,20,False
U01862,team,2024-01-17,40,False
U01863,pro,2024-01-13,20,False
U01864,team,2024-01-15,40,False
U01869,team,2024-01-21,40,False
U01871,pro,2024-01-17,20,False
U01887,team,2024-01-28,40,False
U01888,pro,2024-01-17,20,False
U01893,pro,2024-01-12,20,False
U01894,team,2024-01-22,40,False
U01907,pro,2024-01-28,20,False
U01910,team,2024-01-13,20,False
U01912,team,2024-01-24,40,False
U01917,pro,2024-01-25,20,True
U01927,pro,2024-01-28,20,True
U01932,pro,2024-01-24,20,False
U01934,pro,2024-01-26,20,False
U01936,team,2024-01-10,20,False
U01939,team,2024-01-25,40,True
U01940,pro,2024-01-23,20,False
U01943,pro,2024-01-18,20,False
U01948,team,2024-01-14,40,True
U01958,team,2024-01-15,20,False
U01962,pro,2024-01-15,20,False
U01963,pro,2024-01-29,40,False
U01969,pro,2024-01-11,40,False
U01975,pro,2024-01-17,40,True
U01979,team,2024-01-22,20,False
U01998,pro,2024-01-12,20,False
U02000,pro,2024-01-23,20,False
U02001,team,2024-01-19,40,False
U02005,pro,2024-01-10,20,True
U02011,team,2024-01-24,20,False
U02014,pro,2024-01-17,40,False
U02022,pro,2024-01-10,20,False
U02028,pro,2024-01-26,40,False
U02034,pro,2024-01-22,20,False
U02042,team,2024-01-11,20,True
U02045,pro,2024-01-25,20,True
U02052,team,2024-01-14,20,False
U02056,pro,2024-01-20,20,False
U02059,team,2024-01-13,40,False
U02065,pro,2024-01-19,40,False
U02070,pro,2024-01-17,20,False
U02077,team,2024-01-10,40,False
U02094,pro,2024-01-13,40,True
U02097,pro,2024-01-25,20,False
U02103,pro,2024-01-29,20,False
U02111,pro,2024-01-17,20,True
U02114,pro,2024-01-24,40,False
U02120,pro,2024-01-11,20,False
U02122,pro,2024-01-22,20,False
U02128,team,2024-01-23,40,False
U02139,pro,2024-01-28,20,False
U02142,pro,2024-01-29,20,False
U02148,pro,2024-01-13,40,False
U02152,pro,2024-01-19,20,False
U02161,pro,2024-01-24,20,False
U02167,pro,2024-01-24,40,False
U02169,pro,2024-01-22,20,False
U02174,pro,2024-01-22,20,False
U02177,pro,2024-01-12,20,False
U02178,team,2024-01-25,20,False
U02180,pro,2024-01-27,20,False
U02194,pro,2024-01-28,20,False
U02201,team,2024-01-13,20,True
U02215,pro,2024-01-25,20,False
U02217,pro,2024-01-11,20,False
U02221,pro,2024-01-29,40,False
U02225,pro,2024-01-28,40,False
U02242,pro,2024-01-28,40,False
U02243,pro,2024-01-16,40,False
U02244,team,2024-01-28,40,True
U02246,team,2024-01-25,20,False
U02248,pro,2024-01-24,40,False
U02252,pro,2024-01-11,20,True
U02255,pro,2024-01-15,20,False
U02256,pro,2024-01-10,20,False
U02257,pro,2024-01-17,20,False
U02261,team,2024-01-18,40,False
U02265,team,2024-01-21,20,False
U02266,pro,2024-01-16,20,True
U02268,pro,2024-01-24,20,False
U02270,pro,2024-01-14,20,False
U02276,pro,2024-01-25,20,False
U02279,team,2024-01-28,40,False
U02281,pro,2024-01-29,40,False
U02287,team,2024-01-25,40,True
U02297,pro,2024-01-19,40,True
U02309,team,2024-01-23,40,False
U02313,pro,2024-01-29,40,False
U02315,team,2024-01-17,20,False
U02321,pro,2024-01-20,20,False
U02322,pro,2024-01-15,20,False
U02325,team,2024-01-18,20,False
U02330,team,2024-01-28,20,False
U02333,pro,2024-01-27,20,False
U02334,pro,2024-01-18,20,False
U02344,team,2024-01-12,40,False
U02350,pro,2024-01-18,40,False
U02355,pro,2024-01-18,20,False
U02357,team,2024-01-17,40,False
U02358,pro,2024-01-27,40,False
U02364,pro,2024-01-23,20,False
U02388,team,2024-01-12,20,False
U02394,team,2024-01-16,40,True
U02397,pro,2024-01-13,40,False
U02401,pro,2024-01-28,20,False
U02402,pro,2024-01-12,40,True
U02412,pro,2024-01-28,20,False
U02415,team,2024-01-19,20,False
U02418,pro,2024-01-14,20,False
U02432,team,2024-01-21,40,False
U02449,team,2024-01-26,20,False
U02451,pro,2024-01-23,20,False
U02454,team,2024-01-25,40,False
U02458,pro,2024-01-25,20,False
U02460,pro,2024-01-29,20,False
U02462,pro,2024-01-17,40,False
U02467,pro,2024-01-27,40,False
U02475,pro,2024-01-11,20,True
U02478,team,2024-01-11,40,False
U02481,pro,2024-01-12,20,True
U02484,team,2024-01-24,20,False
U02495,pro,2024-01-11,40,True
U02497,pro,2024-01-28,20,False
U02513,pro,2024-01-28,40,False
U02516,pro,2024-01-11,40,False
U02520,pro,2024-01-26,20,False
U02529,team,2024-01-22,20,True
U02540,pro,2024-01-23,20,False
U02547,pro,2024-01-24,40,False
U02556,pro,2024-01-20,20,False
U02559,pro,2024-01-10,20,False
U02562,pro,2024-01-26,20,False
U02566,team,2024-01-11,20,False
U02568,pro,2024-01-10,40,False
U02577,pro,2024-01-16,20,False
U02578,pro,2024-01-13,20,True
U02581,pro,2024-01-10,40,False
U02584,pro,2024-01-15,40,False
U02589,pro,2024-01-13,20,True
U02592,pro,2024-01-25,20,False
U02594,pro,2024-01-19,40,False
U02595,pro,2024-01-24,40,False
U02596,team,2024-01-24,20,False
U02606,pro,2024-01-14,40,False
U02612,team,2024-01-14,20,False
U02617,team,2024-01-16,20,False
U02619,team,2024-01-28,40,False
U02621,pro,2024-01-24,20,False
U02629,pro,2024-01-29,40,False
U02633,pro,2024-01-13,20,False
U02634,pro,2024-01-19,40,True
U02643,pro,2024-01-12,20,False
U02644,pro,2024-01-26,20,False
U02648,pro,2024-01-25,20,False
U02650,team,2024-01-14,40,False
U02663,team,2024-01-15,20,True
U02669,pro,2024-01-12,40,False
U02684,team,2024-01-29,20,False
U02687,pro,2024-01-23,20,False
U02697,pro,2024-01-13,20,False
U02698,pro,2024-01-26,20,True
U02699,pro,2024-01-17,20,False
U02723,team,2024-01-10,40,False
U02731,team,2024-01-23,40,False
U02733,team,2024-01-16,20,False
U02737,pro,2024-01-24,40,True
U02738,pro,2024-01-21,20,False
U02740,pro,2024-01-26,20,False
U02745,pro,2024-01-18,20,False
U02749,pro,2024-01-20,40,True
U02751,pro,2024-01-23,40,False
U02765,pro,2024-01-24,40,False
U02770,team,2024-01-13,40,False
U02772,team,2024-01-17,20,False
U02778,pro,2024-01-20,20,False
U02779,team,2024-01-11,20,True
U02783,pro,2024-01-14,40,True
U02797,pro,2024-01-14,20,False
U02801,pro,2024-01-26,20,False
U02803,pro,2024-01-24,20,False
U02806,team,2024-01-27,20,False
U02814,pro,2024-01-22,20,False
U02815,pro,2024-01-11,40,False
U02820,team,2024-01-22,20,False
U02822,pro,2024-01-21,20,False
U02824,pro,2024-01-22,40,False
U02825,pro,2024-01-22,20,False
U02834,pro,2024-01-13,40,False
U02838,pro,2024-01-14,20,False
U02843,pro,2024-01-29,20,False
U02845,team,2024-01-24,20,False
U02852,pro,2024-01-26,20,False
U02854,team,2024-01-17,20,True
U02860,pro,2024-01-24,20,False
U02862,pro,2024-01-21,20,False
U02867,team,2024-01-23,20,False
U02870,pro,2024-01-11,20,False
U02874,pro,2024-01-25,20,False
U02876,pro,2024-01-24,20,True
U02885,pro,2024-01-20,20,False
U02889,pro,2024-01-21,40,False
U02903,pro,2024-01-12,20,False
U02904,team,2024-01-28,20,False
U02905,team,2024-01-29,20,False
U02917,pro,2024-01-19,20,False
U02919,pro,2024-01-13,20,False
U02920,pro,2024-01-12,40,False
U02924,team,2024-01-18,40,True
U02925,pro,2024-01-26,40,False
U02930,pro,2024-01-22,20,False
U02936,pro,2024-01-17,40,False
U02938,team,2024-01-19,40,False
U02944,pro,2024-01-16,20,False
U02945,pro,2024-01-15,40,False
U02946,pro,2024-01-21,40,False
U02947,pro,2024-01-15,20,False
U02956,pro,2024-01-13,20,False
U02958,team,2024-01-24,20,False
U02959,team,2024-01-24,20,False
U02965,pro,2024-01-28,20,False
U02966,pro,2024-01-11,20,False
U02972,pro,2024-01-16,20,False
U02973,pro,2024-01-14,20,False
U02981,pro,2024-01-16,40,False
U02983,team,2024-01-17,20,True
U02985,pro,2024-01-22,20,False
U02987,pro,2024-01-24,20,False
U02990,pro,2024-01-29,20,False
U03000,pro,2024-01-16,20,False
U03001,team,2024-01-15,20,False
U03007,pro,2024-01-21,40,True
U03015,pro,2024-01-21,20,False
U03033,pro,2024-01-15,20,False
U03035,pro,2024-01-10,20,False
U03040,pro,2024-01-14,20,False
U03046,pro,2024-01-17,20,False
U03054,pro,2024-01-29,40,False
U03058,team,2024-01-29,20,False
U03061,pro,2024-01-29,20,True
U03063,pro,2024-01-21,20,False
U03068,pro,2024-01-18,20,False
U03072,pro,2024-01-24,20,False
U03075,pro,2024-01-13,20,False
U03077,pro,2024-01-10,40,True
U03084,pro,2024-01-27,20,False
U03089,pro,2024-01-23,20,False
U03092,pro,2024-01-14,40,False
U03109,team,2024-01-12,20,False
U03111,pro,2024-01-16,20,False
U03114,team,2024-01-14,40,False
U03116,pro,2024-01-20,40,False
U03119,pro,2024-01-12,20,False
U03122,team,2024-01-22,40,False
U03123,pro,2024-01-18,20,False
U03129,team,2024-01-22,20,True
U03146,pro,2024-01-19,40,False
U03153,pro,2024-01-25,20,False
U03162,pro,2024-01-24,20,False
U03166,pro,2024-01-17,40,False
U03177,team,2024-01-20,20,False
U03182,pro,2024-01-21,20,False
U03186,pro,2024-01-26,20,False
U03197,pro,2024-01-27,20,False
U03200,pro,2024-01-25,20,False
U03202,pro,2024-01-28,40,False
U03220,pro,2024-01-24,40,False
U03229,pro,2024-01-20,20,False
U03237,pro,2024-01-11,20,False
U03239,team,2024-01-26,20,False
U03241,pro,2024-01-20,20,False
U03258,team,2024-01-19,20,False
U03260,team,2024-01-14,20,True
U03273,team,2024-01-12,40,False
U03276,pro,2024-01-27,40,True
U03283,pro,2024-01-21,20,False
U03286,pro,2024-01-11,20,False
U03294,team,2024-01-10,40,False
U03297,pro,2024-01-25,40,True
U03299,team,2024-01-17,40,False
U03314,team,2024-01-27,40,True
U03327,pro,2024-01-20,20,False
U03331,pro,2024-01-14,20,True
U03338,pro,2024-01-22,40,False
U03340,pro,2024-01-20,20,False
U03347,pro,2024-01-14,40,True
U03348,team,2024-01-23,40,True
U03350,pro,2024-01-11,20,True
U03351,pro,2024-01-25,40,False
U03363,pro,2024-01-19,20,False
U03370,pro,2024-01-22,40,True
U03372,team,2024-01-11,40,False
U03373,team,2024-01-25,20,True
U03379,team,2024-01-26,20,False
U03381,pro,2024-01-16,40,False
U03383,pro,2024-01-16,20,False
U03392,pro,2024-01-11,20,False
U03393,pro,2024-01-13,40,False
U03402,pro,2024-01-24,20,False
U03407,pro,2024-01-13,40,False
U03418,pro,2024-01-19,20,False
U03422,team,2024-01-15,20,False
U03437,pro,2024-01-12,40,False
U03439,team,2024-01-19,20,False
U03447,pro,2024-01-17,20,True
U03448,pro,2024-01-29,20,True
U03455,team,2024-01-23,40,False
U03458,team,2024-01-13,20,False
U03472,pro,2024-01-21,40,False
U03473,team,2024-01-29,20,False
U03474,pro,2024-01-14,20,False
U03483,pro,2024-01-12,20,False
U03485,team,2024-01-25,20,False
U03489,team,2024-01-22,20,False
U03496,pro,2024-01-26,20,False
U03497,pro,2024-01-25,20,False
U03499,pro,2024-01-21,20,False
U03505,pro,2024-01-12,40,False
U03507,pro,2024-01-13,20,False
U03516,pro,2024-01-11,20,False
U03521,pro,2024-01-11,20,False
U03543,team,2024-01-12,40,False
U03544,pro,2024-01-24,20,False
U03545,team,2024-01-11,40,False
U03551,team,2024-01-23,20,False
U03552,pro,2024-01-28,40,False
U03558,pro,2024-01-29,20,False
U03560,pro,2024-01-15,20,False
U03561,pro,2024-01-21,20,False
U03562,pro,2024-01-15,20,True
U03565,pro,2024-01-12,20,False
U03566,pro,2024-01-25,40,False
U03569,pro,2024-01-23,20,False
U03570,pro,2024-01-27,20,False
U03571,pro,2024-01-13,20,False
U03572,team,2024-01-22,20,False
U03578,pro,2024-01-19,20,False
U03585,pro,2024-01-14,20,False
U03589,team,2024-01-23,20,False
U03590,team,2024-01-28,20,False
U03592,pro,2024-01-16,20,True
U03593,team,2024-01-13,20,True
U03595,pro,2024-01-20,40,False
U03604,pro,2024-01-20,20,False
U03611,pro,2024-01-18,20,False
U03612,pro,2024-01-29,40,False
U03614,pro,2024-01-29,40,False
U03615,pro,2024-01-20,20,False
U03619,team,2024-01-12,40,False
U03632,pro,2024-01-24,40,False
U03637,pro,2024-01-25,40,False
U03643,team,2024-01-11,20,False
U03656,team,2024-01-21,40,False
U03658,pro,2024-01-11,20,False
U03686,pro,2024-01-10,20,False
U03687,team,2024-01-25,40,False
U03695,pro,2024-01-22,20,False
U03699,pro,2024-01-29,20,False
U03720,pro,2024-01-11,20,False
U03725,team,2024-01-12,20,False
U03726,pro,2024-01-17,20,False
U03743,pro,2024-01-18,20,False
U03751,pro,2024-01-13,40,False
U03752,pro,2024-01-22,20,False
U03753,team,2024-01-14,20,False
U03754,team,2024-01-21,40,False
U03756,pro,2024-01-15,20,True
U03771,pro,2024-01-20,20,True
U03775,pro,2024-01-19,20,False
U03799,pro,2024-01-26,40,False
U03801,pro,2024-01-13,20,False
U03803,team,2024-01-24,20,False
U03805,team,2024-01-15,20,False
U03807,pro,2024-01-24,40,False
U03808,pro,2024-01-29,20,False
U03811,pro,2024-01-22,20,True
U03816,pro,2024-01-24,40,False
U03817,pro,2024-01-19,40,False
U03821,pro,2024-01-12,40,False
U03823,pro,2024-01-20,20,False
U03824,pro,2024-01-26,20,False
U03831,team,2024-01-14,20,False
U03842,team,2024-01-14,20,False
U03848,team,2024-01-28,20,False
U03854,pro,2024-01-11,20,False
U03863,pro,2024-01-21,20,False
U03877,pro,2024-01-28,20,False
U03878,team,2024-01-13,20,False
U03885,pro,2024-01-11,20,False
U03901,team,2024-01-10,40,False
U03902,team,2024-01-27,40,False
U03912,pro,2024-01-27,40,False
U03924,pro,2024-01-22,40,False
U03935,pro,2024-01-20,20,False
U03940,pro,2024-01-11,20,False
U03945,team,2024-01-16,20,False
U03961,pro,2024-01-13,20,True
U03990,pro,2024-01-14,20,False
U03992,pro,2024-01-24,20,False
U03994,team,2024-01-14,20,False
U04003,team,2024-01-29,20,False
U04006,pro,2024-01-28,40,False
U04011,pro,2024-01-16,20,False
U04014,pro,2024-01-28,20,False
U04020,team,2024-01-11,20,False
U04021,team,2024-01-14,40,False
U04034,pro,2024-01-21,20,False
U04038,team,2024-01-23,40,True
U04041,team,2024-01-18,20,True
U04050,team,2024-01-10,20,False
U04054,team,2024-01-29,20,False
U04060,team,2024-01-10,20,False
U04065,pro,2024-01-18,20,True
U04067,pro,2024-01-10,20,False
U04073,team,2024-01-16,20,False
U04074,pro,2024-01-22,20,False
U04081,pro,2024-01-29,20,False
U04087,pro,2024-01-10,20,False
U04098,pro,2024-01-21,20,False
U04103,pro,2024-01-12,20,True
U04106,team,2024-01-25,20,True
U04109,pro,2024-01-19,20,True
U04114,pro,2024-01-24,40,False
U04116,team,2024-01-18,40,False
U04118,pro,2024-01-29,20,False
U04120,pro,2024-01-16,20,False
U04122,pro,2024-01-22,20,False
U04131,team,2024-01-13,40,True
U04143,pro,2024-01-26,20,False
U04166,pro,2024-01-22,40,False
U04170,team,2024-01-23,40,False
U04178,pro,2024-01-17,20,False
U04180,pro,2024-01-28,40,False
U04186,pro,2024-01-23,20,False
U04190,pro,2024-01-12,20,False
U04204,pro,2024-01-21,40,False
U04205,team,2024-01-24,40,False
U04212,team,2024-01-27,20,False
U04215,pro,2024-01-26,40,False
U04219,pro,2024-01-23,40,True
U04223,team,2024-01-24,40,True
U04226,pro,2024-01-20,20,True
U04231,pro,2024-01-18,20,False
U04232,pro,2024-01-11,20,True
U04233,pro,2024-01-18,40,False
U04234,pro,2024-01-14,20,False
U04240,team,2024-01-22,20,False
U04241,pro,2024-01-14,40,False
U04250,pro,2024-01-20,20,False
U04253,pro,2024-01-24,20,False
U04255,team,2024-01-29,20,False
U04259,pro,2024-01-20,20,False
U04272,team,2024-01-28,20,False
U04277,pro,2024-01-16,40,False
U04282,pro,2024-01-11,40,False
U04294,pro,2024-01-23,20,False
U04302,pro,2024-01-10,40,False
U04304,pro,2024-01-14,20,True
